Column1,sslccode,talukcode,schoolname,address1,address2,address3,address4,pincode,management,urban,taluk,dist
146,NA0429,NA03,VIDYACHETHANA KAN MED HIGH SCHOOL,SAYYADKODIKERUR,CHIKKODI TQ,CHIKKPDI EDN DIST,BELAGAVI DIST,NA,U,R,CHIKODI,BELGAUM CHIKKODI
147,NA0430,NA03,SRI MORARJI DESAI MODEL RESI SCHOOL,MAJALATTI CHIKKODI TQ,CHIKKODI EDN DIST,BELAGAVI DIST,,NA,G,R,CHIKODI,BELGAUM CHIKKODI
148,NA0431,NA08,HAZARAT TIPPU SULTAN URDU MED HIGH SCHOOL,"HAROGERI,",RAIBAGAH TQ,CHIKKODI EDN DIST,BELGAUR DIST,NA,U,R,RAIBAG,BELGAUM CHIKKODI
149,NA0432,NA06,ACHARYA SRI 108 VIDYASGARA TRUST KAN MED HIGH SCHOOL,KAGAWADA ATHANI TQ,CHIKKODI EDN DIST,BELAGAVI DIST,,NA,U,R,ATHANI,BELGAUM CHIKKODI
150,NA0433,NA08,ANNAPPA KHEMALAPURE KAN MED HIGH SCHOOL,SOUNDATTI RAIBAGH TQ,CHIKKODI EDN DIST,BELAGAVI DIST,,NA,U,R,RAIBAG,BELGAUM CHIKKODI
151,NA0434,NA08,SHRI SATISH ANNA JARAKIHOLI HIGH SCHOOL,"RABIAGH, RABIAGH TQ",CHIKKODI EDN DIST,BELAGAVI DIST,,NA,U,U,RAIBAG,BELGAUM CHIKKODI
152,NN0412,NN02,RASTRIYA ENG MED HIGH SCHOOL,HIREBAGEWADI,BELAGAVI TQ & DIST,,,NA,U,R,BELGAUM,BELGAUM
153,NN0413,NN01,SEVENTH DAY ADVENTIST HIGH SCHOOL,"VAZEGALLI, VADGAON, BELAGAVI",BELAGAVI TQ & DIST,,,NA,U,U,BELGAUM,BELGAUM
154,NN0414,NN01,SHRI SHIVAYOGI KAN MED HIGH SCHOOL,ANNAPURNAWADI BAXITE RPAD,BELAGAVI,BELAGAVI TQ & DIST,,590010,U,U,BELGAUM,BELGAUM
155,NN0415,NN01,SAMATA KAN MED HIGH SCHOOL,KANA BARGA BELAGAVI,BELAGAVI TQ & DIST,,,590015,U,U,BELGAUM,BELGAUM
156,NN0416,NN01,B S SHESHGIRI ENG MED HIGH SCHOOL,MAHANTESHANAGARA,BELAGAVI,BELAGAVI TQ & DIST,,NA,U,U,BELGAUM,BELGAUM
157,NN0417,NN02,SHREE KALAMMA DEVI HIGH SCHOOL,HANGARGA,MANDOLI POST,BELAGAVI TQ DIST,,590008,U,U,BELGAUM,BELGAUM
158,NN0418,NN01,SHRI KALMESHWAR HIGH SCHOOL,"B:KUDACHI (POST),",TANAJI GALLI,BELAGAVI TQ & DIST,,590012,U,U,BELGAUM,BELGAUM
159,OA0323,OA06,SRI MORARJI DESAI MODEL RESI SCHOOL,MELLIGERI,MUDHOL TQ,BAGAKLOTE DIST,,NA,G,R,MUDHOL,BAGALKOT
160,OA0325,OA01,SHRI MORARJI DESAI MODEL RESI SCHOOL,CHIKKAMUCHCHALAGUDDA,BADAMI TQ,BAGALKOT DIST,,587201,U,R,BADAMI,BAGALKOT
161,OA0327,OA03,SRI MORARJI DESAI MODEL RESI SCHOOL,"BILAGI,","BILAGI TQ,",BAGALKOTE DIST,,587116,G,U,BILAGI,BAGALKOT
162,OA0326,OA03,G N N GOVT HIGH SCHOOL,BILAGI,BILAGI TQ,BAGALKOT DIST,,587116,G,U,BILAGI,BAGALKOT
163,OA0324,OA02,BABU JAGAJEEVANRAM HIGH SCHOOLSCHOOL,BILLKERUR,"BAGALKOT TQ, & DIST",,,NA,U,R,BAGALKOT,BAGALKOT
164,OA0328,OA02,MORARJI DESAI MODEL RESI SCHOOL (MINORITY),NAVANAGARA,BAGALKOT,BOGALKOT DIST,,587101,G,U,BAGALKOT,BAGALKOT
165,OA0329,OA05,GOVT HIGH SCHOOL,SHURPALI,JAMAKHANDI TQ,BAGALKOT DIST,,NA,G,R,JAMAKHANDI,BAGALKOT
166,OO0374,OO02,SRIRAMAKRISHNA ENG MED HIGH SCHOOL,SHANTHAVEERANAGAR,"BASAVANABAGEWADI ROAD, VIJAYAPURA,",VIJAYAPURA DIST,,NA,U,U,BIJAPUR,BIJAPUR
167,OO0375,OO03,EXCELLENT ENG MED HIGH SCHOOL,ITTANGIHAL,VIJAYAPURA,VIJAYAPURA TQ & DIST,,586104,U,R,BIJAPUR,BIJAPUR
168,OO0376,OO05,INDI LIONS KAN MED HIGH SCHOOL,BHEERAPPANAGAR,"INDI, VIJAYAPURA DIST",,,NA,U,U,INDI,BIJAPUR
169,SS0382,SS04,HOLI FAITH HIGH SCHOOL,SIDDI THALIM,BIDAR TQ,BIDAR DIST,,585401,U,U,BIDAR,BIDAR
170,CC0274,CC05,GOVT. HIGH SCHOOL,NUGALABANDE,MULABAGILU,KOLAR DIST,,503131,G,U,MULBAGAL,KOLAR
171,SS0383,SS05,VISHWABHARATHI HIGH SCHOOL,EDGA GROUND,HUMNABAD,BIDAR DIST,,585330,U,U,HUMNABAD,BIDAR
172,QA0144,QA03,GOVT HIGH SCHOOL,KALLADEVANAHALLI,SURPUR TQ,YADGIR DIST,,585215,G,R,SHORAPUR,YADAGIRI
173,QA0145,QA04,GOVT HIGH SCHOOL,CHAPETLA,YADAGIR TQ,YADGIR DIST,,NA,G,R,YADGIR,YADAGIRI
174,QA0146,QA02,GOVT HIGH SCHOOL,KURAKUNDA,KURAKUNDA POST,"SHAPUR TQ, YADGIR DIST",,NA,G,R,SHAHAPUR,YADAGIRI
175,QA0147,QA02,GOVT HIGH SCHOOL,HOTPET,GUDI POST,"SHAPUR TQ, YADGIR DIST",,NA,G,R,SHAHAPUR,YADAGIRI
176,QA0148,QA03,GOVT HIGH SCHOOL,YAKTAPURA,SURPUR TQ,YADGIR DIST,,585216,G,R,SHORAPUR,YADAGIRI
177,QA0149,QA03,GOVT HIGH SCHOOL,YANNIVADAGERI,SURPUR TQ,YADGIR DIST,,NA,G,R,SHORAPUR,YADAGIRI
178,QA0150,QA03,GOVT HIGH SCHOOL,KOLIHALA,SURPUR TQ,YADGIR DIST,,NA,G,R,SHORAPUR,YADAGIRI
179,QA0151,QA02,GOVT HIGH SCHOOL,KANNE KOLLUR,SHAPUR TQ,YADGIR DIST,,NA,G,R,SHAHAPUR,YADAGIRI
180,QA0152,QA04,SRI MORARJI DESAI MODEL RES S,(BACKWARD CLASS),"MOTNHALLI, YADAGIR TQ",YADGIR DIST,,NA,G,R,YADGIR,YADAGIRI
181,QQ0465,QQ04,GOVT HIGH SCHOOL,DONAGAON,CHITTAPUR TQ,KALABURAGI DIST,,NA,G,R,CHITTAPUR,GULBARGA
182,QQ0466,QQ03,GOVT HIGH SCHOOL,GARAGAPALLI,CHINCHOLI TQ,KALABURAGI DIST,,NA,G,R,CHINCHOLI,GULBARGA
183,QQ0467,QQ06,GOVT COMP  HIGH SCHOOL,GUDOORU,(S A) JEVARGI TQ,KALABURAGI DIST,,NA,G,R,JEWARGI,GULBARGA
184,QQ0468,QQ06,GOVT COMPO  HIGH SCHOOL,KALLURA(K),JEVARGI TQ,KALABURAGI DIST,,NA,G,R,JEWARGI,GULBARGA
185,QQ0469,QQ04,GOVT HIGH SCHOOL,SHELLAGI,CHITTAPUR TQ,KALABURAGI DIST,,NA,G,R,CHITTAPUR,GULBARGA
186,QQ0470,QQ04,GOVT HIGH SCHOOL,SUGURA (K),CHITTAPURA TQ,KALABURAGI DIST,,585322,G,R,CHITTAPUR,GULBARGA
187,QQ0471,QQ05,GOVT URDU  HIGH SCHOOL,SONTH,KALABURAGI,KALABURAGI DIST,,NA,G,R,GULBARGA NORTH,GULBARGA
188,QQ0472,QQ05,GOVT HIGH SCHOOL,TAVARAGERA,KALABURAGI TQ AND DIST,,,NA,G,R,GULBARGA NORTH,GULBARGA
189,QQ0473,QQ05,GOVT HIGH SCHOOL,BHUPALA TEGANURA,KALABURAGI TQ AND DIST,,,NA,G,R,GULBARGA NORTH,GULBARGA
190,MM0331,MM02,VEMANA VIDYAVARDHAKA SHARDHA GIRLS HIGH SCHOOL,SAPTHAPURA,DHARWAR DIST,,,NA,U,U,DHARWAD CITY,DHARWAD
191,AS1007,AS01,LAUREL HIGH SCHOOL (ENGLISH MEDIUM),"NO.1, I T I COLONY",BANASHANKARI 3RD STAGE,BENGALURU,,560085,U,U,SOUTH1,BANGALORE U SOUTH
192,AS1008,AS02,NEW BALDWIN'S HIGH SCHOOL,MOODALPALYA,,BENGALURU,,560072,U,U,SOUTH2,BANGALORE U SOUTH
193,AS1009,AS02,NEW PRESIDENCY HIGH SCHOOL,COTTONPET,,BENGALURU,,560053,U,U,SOUTH2,BANGALORE U SOUTH
194,AS1010,AS03,NATIONAL ENGLISH HIGH SCHOOL,"NO.381/B, 3RD CROSS","22ND A MAIN ROAD, 5TH PHASE, J P NAGAR",BENGALURU,,560078,U,U,SOUTH3,BANGALORE U SOUTH
195,AS1011,AS04,LITTLE ROSE HIGH SCHOOL,"NO.1, CHANNAPPA ROAD",BRINDAVAN LAYOUT,BENGALURU,,560016,U,U,SOUTH4,BANGALORE U SOUTH
196,AS1012,AS04,GOVT HIGH SCHOOL,DODDABANAHALLI,KANNAMANGALA POST,BENGALURU,,560067,G,U,SOUTH4,BANGALORE U SOUTH
197,AS1013,AS05,S K PUBLIC SCHOOL,"T GOLLAHALLI, ELECTRONIC CITY POST",ANEKAL TALUK,BENGALURU,,560100,U,R,ANEKAL,BANGALORE U SOUTH
198,AS1014,AS04,A E T INTERNATIONAL PUBLIC SCHOOL (HIGH SCHOOL),DODDAKKANNELLI BEHIND CARMALRAM RLY STN,"SARJAPUR MAIN ROAD, CRMALRAM POST",BENGALURU,,560035,U,U,SOUTH4,BANGALORE U SOUTH
199,AS1015,AS03,MATHA'S ENGLISH HIGH SCHOOL,"NO.55/2 B, 11TH K M, HOSUR MAIN RD",ROJAMMA SHAMNNA REDDY LT,"GARVEBHAVIPALYA, MADIVALA POST",BENGALURU,560068,U,U,SOUTH3,BANGALORE U SOUTH
200,AS1016,AS03,GOVT HIGH SCHOOL (RMSA),PUTTENAHALLI,J P NAGAR 7TH STAGE,BENGALURU,,560078,G,U,SOUTH3,BANGALORE U SOUTH
201,AS1017,AS03,NEW BISHOP COTTON ENG HIGH SCHOOL,"NO.33/4, 4TH MAIN ROAD, 8TH CROSS","SINGASANDRA, HOSUR ROAD",BENGALURU,,56068,U,U,SOUTH3,BANGALORE U SOUTH
202,AS1018,AS03,ST GLORIOUS CONVENT HIGH SCHOOL,"NO.19, SUPRAJA NAGAR. KONANAKUNTE",CHUNCHAGHATTA MAIN ROAD,,BENGALURU,560062,U,U,SOUTH3,BANGALORE U SOUTH
203,AS1019,AS01,NEW MILLENNIUM PUBLIC SCHOOL,UTTARAHALLI,SUBRAMANYAPURA,BENGALURU,,560061,U,U,SOUTH1,BANGALORE U SOUTH
204,AS1020,AS01,SARASWATHI VIDYANIKATAN ENG MED HIGH SCHOOL,HONIGANAHALLI,"KEMPEGOWDANAGAR, TAVAREKERE HOBLI",BENGALURU,,562130,U,U,SOUTH1,BANGALORE U SOUTH
205,PP0165,PP02,GOVT HIGH SCHOOL,GORATTE,BHATKALA TALUK,UTTARAKANNADA DISTRICT,,NA,G,R,BHATKAL,UTTARA KANNADA
206,PP0166,PP02,MORARJI DESAI RESIDENTIAL SCHOOL,MAVALLI,BHATKALA TALUK,UTTARAKANNADA DISTRICT,,NA,G,R,BHATKAL,UTTARA KANNADA
207,FF0406,FF06,GOVERNMENT HIGH SCHOOL,"KEMBARE, B G NAGAR POST",(BELLURU CROSS),NAGAMANGALA TALUK MANDYA DIST,,571448,G,R,NAGAMANGALA,MANDYA
208,AS0901,AS02,M M I ENGLISH HIGH SCHOOL,"GANGONDANAHALLI, NAYANDAHALLI","POST, BENGALURU SOUTH DIST.,",BENGALURU,,560039,U,U,SOUTH2,BANGALORE U SOUTH
209,AS0902,AS01,ROYAL ENGLISH SCHOOL,"KONANAKUNTE CROSS, VASANTHAPURA","ROAD, BENGALURU SOUTH DIST.,",BENGALURU,,560062,U,U,SOUTH1,BANGALORE U SOUTH
210,AS0903,AS03,S K ENGLISH HIGH SCHOOL,"7TH CROSS, SOMESHWARANAGARA","JAYANAGAR IST BLOCK, BENGALURU","SOUTH DIST.,",,560011,U,U,SOUTH3,BANGALORE U SOUTH
211,AS0904,AS02,S S G V HIGH SCHOOL,"#2, 5TH MAIN ROAD, KALYANANAGAR,","MOODALAPALYA, NAGARABHAVI ROAD","BENGALURU SOUTH DIST.,",,560072,U,U,SOUTH2,BANGALORE U SOUTH
212,AS0905,AS02,BRILLIANT KAN MED HIGH SCHOOL,"#335, IST MAIN ROAD, PANCHA","SHEELANAGAR, MOODALAPALYA,","BENGALURU SOUTH DIST.,",,560072,U,U,SOUTH2,BANGALORE U SOUTH
213,AS0906,AS02,BRILLIANT ENG MED HIGH SCHOOL,"#333, IST MAIN ROAD, PANCHASHEELA","NAGAR, MOODALAPALYA,","BENGALURU SOUTH DIST.,",,560072,U,U,SOUTH2,BANGALORE U SOUTH
214,AS0907,AS01,VIDYA BHARATHI HIGH SCHOOL,"#25/26, APOORVA LAYOUT, 3RD CROSS","8TH MAIN ROAD, KENGERI SATELLITE","TOWN, BENGALURU SOUTH",,560060,U,U,SOUTH1,BANGALORE U SOUTH
215,AS0908,AS05,GOVT HIGH SCHOOL,"SABMANGALA, ANEKAL TQ","BENGALURU SOUTH DIST.,",,,562106,G,U,ANEKAL,BANGALORE U SOUTH
216,AS0909,AS02,V I P S ENG MED HIGH SCHOOL,"#692, 9TH D MAIN ROAD, HAMPI","NAGAR, BENGALURU SOUTH","DIST.,",,560043,U,U,SOUTH2,BANGALORE U SOUTH
217,AS0910,AS03,SHREYA'S PUBLIC ENG MED H S,"SHIVANANDA NAGAR, KANAKAPURA","MAIN ROAD, JARAGANAHALLI,",BENGALURU SOUTH DIST,,560078,U,U,SOUTH3,BANGALORE U SOUTH
218,AS0911,AS05,BHAIRASIDDESHWARA CARMEL ENG MED,"HIGH SCHOOL, KITTIGANAHALLI,","BOMMASANDRA POST, ANEKAL","TQ, BENGALURU SOUTH",,560099,U,U,ANEKAL,BANGALORE U SOUTH
219,AS0912,AS03,SHREE RAJARAJESWARI EDN SOCIETY,"ENG HIGH SCHOOL, #1, GARVEBHAVI","PALYA, HOSUR ROAD, BENGALURU",SOUTH DIST,,560068,U,U,SOUTH3,BANGALORE U SOUTH
220,AS0913,AS01,NEW MILLENNIUM HIGH SCHOOL,"#199/200, 6TH CROSS, J H B C S","LAYOUT, KADIRENAHALLI CROSS","ROAD, BENGALURU SOUTH",,560078,U,U,SOUTH1,BANGALORE U SOUTH
221,AS0914,AS04,MOTHER THERESA MEMO ENG HIGH,"SCHOOL, VARANASI, MARAGONDANA","HALLI ROAD, NEAR TO RAMAMURTHY","NAGAR, BENGALURU SOUTH",,560056,U,U,SOUTH4,BANGALORE U SOUTH
222,AS0915,AS05,ARUNODAYA ENG MED HIGH SCHOOL,"NEKKUNDI, DOMMASANDRA, SARJAPUR","HOBLI, ANEKAL TQ, BENGALURU","SOUTH DIST.,",,NA,U,U,ANEKAL,BANGALORE U SOUTH
223,AS0916,AS02,SCOTISH PUBLIC ENG MED H S,"NO.6, 5TH CROSS, IST MAIN ROAD,","CHAMARAJAPET, BENGALURU","SOUTH DIST.,",,560018,U,U,SOUTH2,BANGALORE U SOUTH
224,AS0917,AS01,NIRMAN PUBLIC SCHOOL,"ULLAL MAIN ROAD, NEAR SIR M","VISHWESHWARAIAH LAYOUT,","BENGALURU SOUTH DIST.,",,560056,U,U,SOUTH1,BANGALORE U SOUTH
225,EE0520,EE04,GOVT HIGH SCHOOL,"GOUSIANAGARA, MYSURU",MYSURU NORTH TQ,"MYSURU DIST.,",,NA,G,U,MYSORE NORTH,MYSORE
226,JJ0281,JJ02,SRI RANGARAM EDN SOCIETY HIGH SCHOOL,"NARIGUDDENAHALLI, JYOTHI NAGARA POST,",CHICKMAGALUR TALUK,CHICKMAGALUR DIST,,577102,A,U,CHIKMAGALUR,CHIKKAMANGALORE
227,TT0335,TT01,"S.B PRASAD HIGH SCHOOL,","GOPALA SWAMY ROAD, GANDHI NAGAR,","BALLARI, BALLARI TALUK",BALLARI DIST,,583103,U,U,BELLARY,BELLARY
228,AS0990,AS03,PRIYADARSHINI PUBLIC HIGH SCHOOL,A BLOCK,SUBASHNAGAR,HOSUR ROAD,BENGALURU,560068,U,U,SOUTH3,BANGALORE U SOUTH
229,AS0968,AS04,LAL BAHADUR SHASTRI ENH MED HIGH SCHOOL,"RAMPURA,",BIDARAHALLI POST,BENGALURU,,560049,U,U,SOUTH4,BANGALORE U SOUTH
230,AS0991,AS04,OXFORD ENG SCHOOL,GARUDACHARPALYA,WHITEFIELD ROAD,BENGALURU,,560048,U,U,SOUTH4,BANGALORE U SOUTH
231,QQ0542,QQ08,RUDRAGOWDA MEMORIAL HIGH SCHOOL,MUDHOL," SEDAM TALUK,",KALABURAGI DIST.,,NA,U,R,SEDAM,GULBARGA
232,QQ0543,QQ08,GOVT HIGH SCHOOL,DUGANURA,SEDUM TQ,KALABURAGI DIST,,585318,G,R,SEDAM,GULBARGA
233,QQ0544,QQ08,GOVT HIGH SCHOOL,MEDHAK,SEDAM TQ,KALABURAGI DIST,,585318,G,R,SEDAM,GULBARGA
234,QQ0545,QQ08,SRI KOTHALA BASAVESHWARA KAN MED,"HIGH SCHOOL, MUDHOL,",NEAR BUS STAND,"SEDAM TQ, KALABURAGI DIST",,585318,U,R,SEDAM,GULBARGA
235,QQ0546,QQ08,BASAVESHWARA KAN HIGH SCHOOL,"SEDAM, SEDAM TQ","KALABURAGI DIST.,",,,NA,U,U,SEDAM,GULBARGA
236,QQ0547,QQ08,SHRI KOTTALA BASAVESHWARA BHARATIYA,SHIKSHANA SAMITHI HIGH SCHOOL,"KOLAKUNDA, SEDAM TQ","KALABURAGI DIST.,",,NA,U,R,SEDAM,GULBARGA
237,QQ0548,QQ08,GOVT HIGH SCHOOL,JAKANPALLI,SEDAM TQ,KALABURAGI DIST,,585222,G,R,SEDAM,GULBARGA
238,QQ0549,QQ08,GOVT HIGH SCHOOL,CHANDAPURA,SEDAM,"SEDAM TQ, KALABURAGI DIST",,NA,G,R,SEDAM,GULBARGA
239,SS0434,SS03,SRI SATYA SAI HIGH SCHOOL,HOUSING BOARD COLONY,BHALKI,BIDAR DISTRICT,,585328,U,U,BHALKI,BIDAR
240,SS0435,SS03,SRI KUMARA SWAMIJI HIGH SCHOOL,SHIVAKUMARA COMPLEX MAIN ROAD,BHALKI,BIDAR DISTRICT,,NA,U,U,BHALKI,BIDAR
241,SS0436,SS02,MORARJI DESAI MODEL RESIDENTIAL SCHOOL(BCM),"KOHINOORA,",BASAVA KALYANA TALUQ,BIDAR DISTRICT,,585419,G,R,BASAVAKALYAN,BIDAR
242,SS0437,SS03,GOVERNMENT HIGH SCHOOL,KONGALI,BHALKI TALUQ,BIDAR DISTRICT,,NA,G,R,BHALKI,BIDAR
243,SS0438,SS01,JNANABHARATHI HIGH SCHOOL,SANTHAPURA,AURAD (B) TALUQ,BIDAR DISTRICT,,585421,U,R,AURAD,BIDAR
244,SS0439,SS04,GANGOTRI HIGH SCHOOL,YADALAPUR,BIDAR TALUQ,BIDAR DISTRICT,,NA,U,R,BIDAR,BIDAR
245,SS0440,SS03,NALANDA HIGH SCHOOL,"KARUNA BUDDHA VIHARA,",BHALKI TALUQ,BIDAR DISTRICT,,NA,U,R,BHALKI,BIDAR
246,SS0441,SS04,RATAN HIGH SCHOOL,KAMTHANA,BIDAR TALUQ,BIDAR DISTRICT,,585226,U,R,BIDAR,BIDAR
247,SS0442,SS04,SHARANA VEERABHADRAPPA GURUKULA HIGH SCHOOL,ALIYAMBARA,BIDAR TALUQ,BIDR DISTRICT,,585402,U,R,BIDAR,BIDAR
248,SS0443,SS02,MOHAMMADI URDU GIRLS' HIGH SCHOOL,KHILLAGALLI,BASAVAKALYANA TALUQ,BIDAR DISTRICT,,585327,U,U,BASAVAKALYAN,BIDAR
249,TT0421,TT06,JNANA BHARATHI VIDYA MANDIRA,OPPOSITE NEW BUS STAND,BALLARI ROAD,SANDUR,BALLARI,583119,U,U,SANDUR,BELLARY
250,TT0422,TT04,GOVERNMENT HIGH SCHOOL,LINGANAYKANAHALLI PLOT,HOOVINA HADAGALI TALUQ,BALLARI DISTRICT,,583217,G,R,HADAGALI,BELLARY
251,TT0423,TT05,MORARJI DESAI MINORITIES RESIDENTIAL SCHOOL,THAYAKANAHALLI,KUDLAGI TALUQ,BALLARI DISTRICT,,583218,G,R,KUDLIGI,BELLARY
252,TT0424,TT02,NOBLE ENGLISH MEDIUM HIGH SCHOOL,HAGARIBOMMANAHALLI TALUQ,BALLARI DISTRICT,,,NA,U,R,HAGARIBOMMANAHALLI,BELLARY
253,TT0425,TT06,"VALLEY RESIDENTIAL HIGH SCHOOL,","14TH WARD,","L.B. COLONY, SANDOOR POST",SANDOOR DISTRICT,BALLARI DISTRICT,NA,U,U,SANDUR,BELLARY
254,TT0426,TT05,INDU KANNADA MEDIUM HIGH SCHOOL,"KOTTURU,",KUDLAGI TALUQ,BALLARI DISTRCT,,583134,U,U,KUDLIGI,BELLARY
255,TT0427,TT05,INDU ENGLISH MEDIUM HIGH SCHOOL,KOTTURU,KUDLAGI TALUQ,BALLARI DISTRICT,,583134,U,U,KUDLIGI,BELLARY
256,TT0428,TT02,SRI GURU CHARANTESWARA KANNADA MEDIUM HIGH SCHOOL,"NANDIPURA,BYASIGADERI (POST)",HAGARI BOMMANAHALLI,HAGARI BOMMANAHALLI -TQ,BALLARI DISTRICT,583212,U,R,HAGARIBOMMANAHALLI,BELLARY
257,TT0429,TT08,SHREE NANDI HIGH SCHOOL,BADANAHATTI GRAMA,BALLARI TALUQ,BALLARI DISTRICT,,583116,U,R,BELLARY,BELLARY
258,TT0430,TT05,"VAIBHAV ENGLISH MEDIUM HIGH SCHOOL,",KANA-HOSAHALLI,KUDLIGI TALUQ,BALLARI DISTRICT,,583218,U,R,KUDLIGI,BELLARY
259,TT0431,TT08,SATHYAM INTERNATIONAL HIGH SCHOOL,BALAJI VIDYA ACADEMY (REG),"BALLARI 195/C, 8TH CROSS,","M.V. NAGARA, KAPPAGAL ROAD,",BALLARI DISTRICT,583103,U,U,BELLARY,BELLARY
260,KK0420,KK03,"GOVT URDU HIGH SCHOOL, (RMSA)","CHAMARAJAPETE,",SAGAR,SHIVAMOGGA DIST.,,577401,G,R,SAGAR,SHIMOGA
261,KK0421,KK01,SRI MORARJI DESAI RESIDENTIAL SCHOOL (SC),"KADADAKATTE,","BHADRAVATHI TQ,",SHIVAMOGGA DIST.,,NA,G,U,BHADRAVATI,SHIMOGA
262,TT0432,TT06,ABHINAVA VIDYA MANDHIRA KAN MED HIGH SCHOOL,YASHAVANTHANAGARA,SANDOORU TALUQ,BALLARI DISTRICT,,583124,U,R,SANDUR,BELLARY
263,KK0422,KK06,"MORARJI  DESAI MODEL RESIDENTIAL SCHOOL, (SC)","HIREMAGADI,","SORABA TQ,",SHIVAMOGGA DIST.,,577433,G,R,SORAB,SHIMOGA
264,TT0433,TT03,GOVERNMENT HIGH SCHOOL,"114, DANAPURA,",HOSAPETE TALUQ,BALLARI DISTRICT,,583822,G,R,HOSPET,BELLARY
265,KK0423,KK06,"GOVT URDU HIGH SCHOOL, (LINGUISTIC MINORITY)","ANAVATTI,","SORABA TQ,",SHIVAMOGGA DIST.,,577413,G,R,SORAB,SHIMOGA
266,TT0434,TT01,"MORARJI DESAI RESIDENTIAL SCHOOL,","MEENAHALLI,",BALLARI EAST BLOCK,BALLARI DISTRICT,,583822,G,R,BELLARY,BELLARY
267,KK0424,KK05,"GOVT HIGH SCHOOL,","SULEBAILU,","URAGADURU POST,",SHIVAMOGGA TA & DIST,,577503,G,U,SHIMOGA,SHIMOGA
268,TT0435,TT03,VINAYAKA HIGH SCHOOL,MARIYAMMANAHALLI,HOSAPETE TALUQ,BALLARI DISTRICT,,NA,U,R,HOSPET,BELLARY
269,KK0425,KK05,"GOVT URDU HIGH SCHOOL,","AYANURU,",SHIVAMOGGA TQ & DIST.,,,NA,G,R,SHIMOGA,SHIMOGA
270,KK0426,KK01,"GOVT URDU UPGRDED HIGH SCHOOL, (RMSA)","HOLEHONNURU,","BHADRAVATHI TQ,",SHIVAMOGGA DIST.,,577227,G,R,BHADRAVATI,SHIMOGA
271,CC0283,CC06,ADARSHA VIDYA SAMSTHE ENGLISH MEDIUM HIGH SCHOOL,ADDAGAL,SRINIVASAPURA TALUK,KOLAR DIST,,563135,U,R,SRINIVASAPUR,KOLAR
272,DD0463,DD02,"JNANAVARDHAKA VIDYA MANDIRA,","OPP. APMC YARD,","CHELUR, GUBBI TQ,",TUMAKURU DIST.,,572117,U,R,GUBBI,TUMKUR
273,SS0384,SS05,SRI J S B VIDYAPEETA HIGH SCHOOL,HUMNABAD,HUMNABAD TQ,BIDAR DIST,,585330,U,R,HUMNABAD,BIDAR
274,CC0275,CC04,GREEN CITY INTERNATIONAL HIGH SCHOOL,HOSUR ROAD,MALUR,KOLAR DIST,,563130,U,U,MALUR,KOLAR
275,SS0385,SS04,RANI KITTURA CHENNAMMA HIGH SCHOOL,VIDYANAGAR,BIDAR,BIDAR DIST,,585403,U,U,BIDAR,BIDAR
276,SS0386,SS04,SHAHEEN ENGLISH HIGH SCHOOL,AHMED BAGH,GOLEKHANA,BIDAR DIST,,585401,U,U,BIDAR,BIDAR
277,SS0387,SS05,AUGUSTINE ENG MED HIGH SCHOOL,HALLIKHEDA (B),HUMNABAD TQ,BIDAR DIST,,585414,U,R,HUMNABAD,BIDAR
278,KK0399,KK04,MORARJI DESAI RESI. SCHOOL,SANYASIKOPPA CHURCHAGUNDI,SHIKARIPURA TQ,SHIVAMOGGA DIST,,NA,G,R,SHIKARIPUR,SHIMOGA
279,SS0388,SS03,SWAMY VIVEKANANDA HIGH SCHOOL,MEHAKARA,BHALKI TQ,BIDAR DIST,,585416,U,R,BHALKI,BIDAR
280,SS0389,SS04,GANGOTHRI HIGH SCHOOL,BASAVA NAGARA,GUMME COLONY,"BIDAR , BIDAR DIST",,585401,U,U,BIDAR,BIDAR
281,KK0400,KK03,GOVT. HIGH SCHOOL,TADAGALALE,SAGAR TQ.,SHIVAMOGGA DIST,,577430,G,R,SAGAR,SHIMOGA
282,CC0284,CC01,GOVT HIGH SCHOOL,KANUMANAHALLI,BANGARAPET TALUK,KOLAR DIST,,563129,G,R,BANGARAPETE,KOLAR
283,CC0285,CC05,MORARJI DESAI RESIDENTIAL SCHOOL,GATTA VENKATARAMANA,MULABAGAL TALUK,KOLAR DIST,,NA,G,R,MULBAGAL,KOLAR
284,CC0286,CC03,PRESIDENCY HIGH SCHOOL,MAHALAKSHMI LAYOUT,KOLAR,KOLAR DIST,,563101,U,U,KOLAR,KOLAR
285,AN0860,AN04,PARIKRMA CENTRE FOR LEARNING HIGH SCHOOL,"NO.4/3, HOSAHATTI LAYOUT,","SAHAKARNAGARA POST,","KODIGEHALLI,",BENGALURU,560092,U,U,NORTH4,BANGALORE U NORTH
286,AN0861,AN01,VIDHYODAYA PUBLIC ENG MED HS,"NO.34, 31 MAIN ROAD SAKAMMA LAYOUT","NANDINI LAYOUT,",BENGALURU,,560096,U,U,NORTH1,BANGALORE U NORTH
287,AN0862,AN02,ST ANGEL'S ENG MED HIGH SCHOOL,"NO.71,","DIVANARAPALYA,","GOKUL 2ND STG.,",BENGALURU,560054,U,U,NORTH2,BANGALORE U NORTH
