"","Block_Name","Rural_Urban","No_of_Working_Days","No_of_Acad_Inspection","School_Dev_Grant_Recd","School_Dev_Grant_Expnd","TLM_Grant_Recd","TLM_Grant_Expnd","Tot_Clrooms","Toilet_Girls","Electricity","Library","PlayGround","Male_Tch","Female_Tch","Graduate_Teachers","Tch_with_Prof_Qual","Days_involved_in_non_tch_assgn","Teachers_involved_in_non_tch_assgn","acyear","Public","Split"
"12723","GANGAVATHI",1,102,0,0,0,0,0,7,1,1,1,1,8,4,6,8,0,0,1,0,0
"12804","KOPPAL",1,0,0,0,0,0,0,0,1,1,0,1,4,8,3,10,0,0,1,0,0
"12811","KOPPAL",1,0,0,0,0,0,0,0,1,1,0,1,4,8,3,10,0,0,1,0,0
"12862","KOPPAL",1,99,0,2000,2000,10000,10000,6,1,1,1,0,5,2,7,7,0,0,1,1,0
"12914","KOPPAL",1,102,0,2000,2000,0,0,2,1,1,0,1,0,0,999,0,0,0,1,1,0
"12934","KOPPAL",0,0,0,0,0,0,0,0,1,1,0,1,8,12,14,18,0,0,1,0,0
"12942","KOPPAL",0,0,1,0,0,0,0,11,1,1,1,1,9,8,9,15,0,0,1,0,0
"12998","KOPPAL",1,103,0,2000,1703,10000,8528,4,1,1,1,0,5,0,1,5,0,0,1,1,0
"13009","KOPPAL",1,99,0,0,0,0,0,4,1,1,1,1,4,6,2,10,0,0,1,1,0
"13010","KOPPAL",1,105,3,0,0,0,0,10,1,1,1,1,8,3,8,8,0,0,1,0,0
"13040","KUSTAGI",1,99,0,2000,2000,10000,10000,5,1,0,1,1,5,0,1,5,0,0,1,1,0
"13134","KUSTAGI",1,102,0,2000,841,5000,3000,2,1,0,1,0,1,0,0,1,0,0,1,1,0
"13162","KUSTAGI",1,102,0,0,0,0,0,3,1,0,1,1,7,6,2,13,0,0,1,0,0
"13285","YELBURGA",1,101,0,2000,2000,10000,10000,7,1,1,1,1,5,2,1,7,0,0,1,1,0
"13359","YELBURGA",1,103,0,2000,2000,0,0,7,1,1,1,1,3,0,0,3,0,0,1,1,0
"13370","YELBURGA",1,0,1,0,0,0,0,14,1,1,1,1,9,7,16,16,0,0,1,0,0
"13488","GADAG",0,102,1,0,0,0,0,10,1,1,1,1,3,9,10,10,0,0,1,0,0
"13496","GADAG",0,0,0,0,0,0,0,0,1,1,0,1,6,3,1,9,0,0,1,1,0
"13497","GADAG",0,0,0,0,0,0,0,0,1,1,0,1,4,3,2,7,0,0,1,1,0
"13499","GADAG",0,103,0,0,0,0,0,7,1,1,1,1,2,8,7,10,0,0,1,0,0
"13508","GADAG",0,100,0,4000,2000,8000,5000,7,1,1,1,1,4,3,2,7,0,0,1,1,0
"13512","GADAG",0,101,0,0,0,0,0,10,1,1,1,1,5,3,5,4,0,0,1,0,0
"13521","GADAG",0,0,0,0,0,0,0,0,1,1,1,1,3,3,2,6,0,0,1,1,0
"13522","GADAG",0,110,0,2000,0,0,0,25,1,1,1,1,4,4,1,8,0,0,1,1,0
"13547","GADAG",0,102,3,0,0,0,0,10,1,1,1,1,1,9,9,2,0,0,1,0,0
"13612","GADAG",1,102,0,0,0,0,0,24,1,1,1,1,3,0,0,3,0,0,1,1,0
"13613","GADAG",1,102,1,2000,2000,0,0,9,1,1,1,1,13,7,19,17,0,0,1,0,0
"13670","GADAG",0,100,0,0,0,0,0,4,1,1,0,1,4,2,5,6,0,0,1,1,0
"13771","MUNDARAGI",0,275,2,0,0,0,0,15,1,1,1,1,12,8,20,19,0,0,1,0,0
"13772","MUNDARAGI",0,100,0,0,0,399,399,18,1,1,1,1,1,1,1,2,0,0,1,1,0
"13776","MUNDARAGI",0,0,0,0,0,0,0,0,1,1,1,1,6,5,5,9,0,0,1,0,0
"13837","NARAGUND",0,103,0,0,0,0,0,7,1,1,1,1,7,3,9,10,0,0,1,0,0
"13838","NARAGUND",0,100,0,0,0,0,0,7,1,1,1,1,8,7,10,15,0,0,1,0,0
"13852","RON",1,116,1,4000,0,0,0,18,1,1,1,1,1,0,0,0,0,0,1,1,0
"13853","RON",1,101,0,4000,4000,0,0,4,1,1,1,1,1,0,1,1,0,0,1,1,0
"13882","RON",1,95,0,0,0,0,0,3,1,0,0,1,1,1,2,2,0,0,1,1,0
"13970","RON",1,100,1,0,0,0,0,3,1,1,1,0,5,1,6,6,0,0,1,1,0
"14007","RON",0,103,0,0,0,0,0,3,1,1,0,1,1,0,0,1,0,0,1,1,0
"14012","RON",0,103,0,0,0,0,0,7,1,1,1,1,4,4,4,8,0,0,1,0,0
"14023","RON",0,103,0,0,0,0,0,10,1,1,1,1,9,4,11,11,0,0,1,0,0
"14025","RON",0,103,0,0,0,0,0,9,1,1,1,1,8,1,3,9,0,0,1,1,0
"14059","SHIRHATTI",1,102,0,10000,10000,12000,12000,7,1,1,1,1,4,5,2,9,0,0,1,1,0
"14139","SHIRHATTI",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
"14162","SHIRHATTI",0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,3,0,0,1,1,0
"14165","SHIRHATTI",1,0,0,0,0,0,0,0,1,1,1,1,2,3,5,5,0,0,1,0,0
"14168","SHIRHATTI",1,0,0,0,0,0,0,0,1,1,1,1,5,2,1,0,0,0,1,1,0
"14191","DHARWAD",1,97,1,0,0,0,0,14,1,1,1,1,0,2,2,2,0,0,1,1,0
"14234","DHARWAD",1,0,0,0,0,0,0,6,1,1,1,1,3,4,7,7,0,0,1,1,0
"14275","DHARWAD",1,103,2,0,0,0,0,14,1,1,1,1,9,5,14,14,0,0,1,0,0
"14385","DHARWAD",0,100,6,0,0,0,0,6,1,1,1,1,1,1,0,2,0,0,1,0,0
"14401","DHARWAD",0,98,0,0,0,0,0,21,1,1,1,1,0,0,0,0,0,0,1,0,0
"14404","DHARWAD",0,98,0,0,0,0,0,10,1,1,1,1,0,1,0,1,0,0,1,0,0
"14405","DHARWAD",0,0,0,0,0,0,0,0,1,1,9,1,0,0,999,0,0,0,1,0,0
"14407","DHARWAD",0,99,3,0,0,0,0,4,1,1,0,1,7,2,7,9,0,0,1,1,0
"14408","DHARWAD",0,0,0,0,0,0,0,0,1,1,0,1,0,5,3,5,0,0,1,1,0
"14414","DHARWAD",0,0,0,0,0,0,0,0,1,1,0,1,2,8,9,8,0,0,1,0,0
"14421","DHARWAD",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"14429","DHARWAD",0,102,0,0,0,0,0,30,1,1,1,0,4,31,23,35,0,0,1,0,0
"14431","DHARWAD",0,93,0,4000,4000,0,0,7,1,1,1,1,5,3,3,8,0,0,1,1,0
"14461","DHARWAD",0,145,1,0,0,0,0,50,1,1,1,1,0,1,0,0,0,0,1,0,0
"14463","DHARWAD",0,99,0,0,0,0,0,10,1,1,1,1,1,4,5,0,0,0,1,0,0
"14464","DHARWAD",0,202,0,0,0,0,0,7,1,1,1,1,2,5,2,5,0,0,1,0,0
"14596","HUBLI",0,100,0,0,0,0,0,8,1,1,1,1,2,10,8,10,0,0,1,0,0
"14616","HUBLI",0,101,0,0,0,0,0,12,1,1,1,1,2,7,4,9,0,0,1,0,0
"14628","HUBLI",0,0,3,0,0,0,0,20,1,1,1,1,0,0,999,0,0,0,1,0,0
"14629","HUBLI",0,100,0,0,0,0,0,20,1,1,1,1,0,17,14,15,0,0,1,0,0
"14640","HUBLI",0,103,0,4000,4000,0,0,10,1,0,0,0,0,9,1,9,0,0,1,1,0
"14645","HUBLI",0,100,1,0,0,0,0,16,1,1,1,1,0,0,999,0,0,0,1,0,0
"14652","HUBLI",0,100,0,0,0,0,0,11,1,1,1,1,5,10,8,15,0,0,1,0,0
"14665","HUBLI",0,0,0,0,0,0,0,0,1,1,1,1,0,0,999,0,0,0,1,0,0
"14667","HUBLI",0,101,2,0,0,0,0,16,1,1,1,0,1,8,6,9,0,0,1,0,0
"14686","HUBLI",0,0,0,0,0,0,0,0,1,1,1,0,3,4,7,7,0,0,1,1,0
"14703","HUBLI",1,103,0,0,0,0,0,20,1,1,1,1,0,0,999,0,0,0,1,0,0
"14706","HUBLI",0,96,0,11000,4000,0,0,8,1,1,1,0,3,13,0,16,0,0,1,1,0
"14721","HUBLI",0,101,0,0,0,0,0,15,1,1,1,1,2,18,13,17,0,0,1,0,0
"14722","HUBLI",0,103,0,0,0,0,0,19,1,1,1,1,1,3,2,4,0,0,1,0,0
"14729","HUBLI",0,102,1,0,0,0,0,7,1,1,1,1,2,4,6,6,0,0,1,0,0
"14730","HUBLI",0,236,0,0,0,0,0,7,1,1,1,1,2,10,10,12,0,0,1,0,0
"14740","HUBLI",0,102,2,0,0,0,0,14,1,1,1,1,0,10,10,8,0,0,1,0,0
"14742","HUBLI",0,0,0,0,0,0,0,0,1,1,9,1,1,2,0,3,0,0,1,1,0
"14752","HUBLI",0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,1,1,0
"14775","HUBLI",0,103,4,0,0,0,0,7,1,1,0,0,0,5,3,1,0,0,1,0,0
"14784","HUBLI",0,105,2,0,0,0,0,7,1,1,1,1,3,2,2,5,0,0,1,1,0
"14811","HUBLI",0,101,0,0,0,0,0,18,1,1,1,1,1,10,9,10,0,0,1,0,0
"14815","HUBLI",0,96,0,4000,0,7000,0,11,1,1,1,1,3,7,5,10,0,0,1,1,0
"14947","KUNDAGOL",1,97,0,2000,2000,4000,4000,2,1,1,0,0,4,5,7,9,0,0,1,1,0
"14965","KUNDAGOL",1,101,0,4000,4000,10000,10000,10,1,1,1,1,2,2,2,4,0,0,1,1,0
"15153","NAVALGUND",0,102,0,4000,4000,0,0,10,1,1,1,1,3,3,1,6,0,0,1,1,0
"15155","NAVALGUND",0,102,0,0,0,0,0,16,1,1,1,1,3,0,0,3,0,0,1,0,0
"15156","NAVALGUND",0,116,0,4000,4000,0,0,6,1,1,1,1,0,2,0,2,0,0,1,0,0
"15347","KARWAR",1,0,0,0,0,0,0,0,1,1,1,1,4,1,2,5,0,0,1,1,0
"15366","KARWAR",1,0,0,0,0,0,0,0,1,1,0,1,2,4,6,6,0,0,1,1,0
"15367","KARWAR",1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,1,0
"15382","KARWAR",1,101,8,4000,3600,8000,8000,3,1,0,1,0,1,2,0,3,0,0,1,1,0
"15479","KARWAR",0,0,0,0,0,0,0,0,1,1,1,1,0,4,1,4,0,0,1,1,0
"15482","KARWAR",0,101,0,0,0,0,0,16,1,1,1,1,2,4,0,6,0,0,1,1,0
"15488","KARWAR",0,100,0,0,0,0,0,9,1,1,1,1,0,4,4,4,0,0,1,1,0
"15499","KARWAR",0,100,0,0,0,0,0,5,1,1,1,1,6,2,6,8,0,0,1,1,0
"15505","KARWAR",0,100,0,0,0,0,0,5,1,1,0,1,0,3,1,3,0,0,1,1,0
"15522","KARWAR",0,102,1,0,0,0,0,9,1,1,1,1,0,2,5,9,0,0,1,0,0
"15797","SIRSI",0,0,0,0,0,0,0,0,1,1,1,0,3,4,7,7,0,0,1,1,0
"15860","HALIYAL",1,102,0,4000,0,400,0,6,1,1,1,1,2,2,1,4,0,0,1,1,0
"15933","HALIYAL",1,100,0,4000,0,7900,5000,5,1,1,1,1,1,4,1,5,0,0,1,1,0
"16214","KUMTA",0,100,0,0,0,0,0,17,1,1,1,1,1,0,0,0,0,0,1,0,0
"16561","YELLAPUR",1,102,1,2000,0,4000,0,2,1,0,0,1,2,0,0,2,0,0,1,1,0
"16775","HONNAVAR",1,101,0,0,0,0,0,10,1,1,1,1,4,6,7,7,0,0,1,0,0
"16928","HONNAVAR",0,100,0,0,0,0,0,14,1,1,1,1,1,1,2,2,0,0,1,1,0
"17106","BHATKAL",0,104,0,0,0,0,0,23,1,1,1,1,7,0,0,7,0,0,1,1,0
"17108","BHATKAL",0,0,0,0,0,0,0,0,1,1,0,1,0,17,14,4,0,0,1,0,0
"17138","MUNDAGOD",1,101,0,4000,4000,7500,0,3,1,1,1,0,3,0,0,3,0,0,1,1,0
"17237","MUNDAGOD",0,99,2,0,0,0,0,8,1,1,1,1,3,2,2,4,0,0,1,0,0
"17242","MUNDAGOD",0,102,0,0,0,0,0,5,1,1,1,1,4,4,8,8,0,0,1,1,0
"17461","BYADAGI",0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,3,0,0,1,1,0
"17462","BYADAGI",0,103,4,0,0,0,0,10,1,1,1,1,8,2,0,10,0,0,1,0,0
"17491","BYADAGI",1,0,0,0,0,0,0,0,1,1,0,1,4,0,1,3,0,0,1,0,0
"17612","HANAGAL",1,0,0,0,0,0,0,0,1,1,0,1,5,1,6,6,0,0,1,1,0
"17776","HANAGAL",1,104,0,4000,4000,8000,0,7,1,1,1,1,5,1,3,6,0,0,1,1,0
"17812","HAVERI",1,102,0,0,0,0,0,5,1,0,0,1,2,5,2,7,0,0,1,0,0
"17845","HAVERI",0,103,0,4000,4000,5000,5000,9,1,1,1,1,2,8,3,10,0,0,1,1,0
"17850","HAVERI",0,103,0,0,0,0,0,11,1,1,1,1,2,9,10,9,0,0,1,0,0
"17851","HAVERI",0,0,0,0,0,0,0,0,1,0,0,1,2,4,2,4,0,0,1,0,0
"17856","HAVERI",0,0,0,0,0,0,0,0,1,1,1,1,4,14,13,10,0,0,1,0,0
"17857","HAVERI",0,103,1,0,0,0,0,12,1,1,1,1,8,11,13,14,0,0,1,0,0
"17860","HAVERI",0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,3,0,0,1,1,0
"17902","HAVERI",1,104,1,0,0,0,0,7,1,1,0,0,0,7,5,2,0,0,1,0,0
"17923","HAVERI",1,103,0,5000,5000,4000,2000,3,1,1,1,0,2,1,2,3,0,0,1,1,0
"18213","RANNEBENNUR",1,103,0,4000,4000,5000,0,7,1,1,1,1,4,2,3,6,0,0,1,1,0
"18323","RANNEBENNUR",0,105,2,4000,4000,0,0,12,1,1,1,1,4,2,2,6,0,0,1,1,0
"18350","RANNEBENNUR",0,103,1,0,0,0,0,30,1,1,1,1,8,6,10,14,0,0,1,0,0
"18351","RANNEBENNUR",0,0,0,0,0,0,0,0,1,1,0,1,4,9,8,12,0,0,1,0,0
"18357","RANNEBENNUR",0,101,2,0,0,0,0,10,1,1,0,0,8,6,0,9,0,0,1,0,0
"18433","SAVANUR",1,100,1,0,0,0,0,10,1,1,1,1,6,2,3,8,0,0,1,0,0
"18483","SAVANUR",0,100,0,0,0,0,0,5,1,1,1,1,5,2,7,7,0,0,1,1,0
"18647","SHIGGOAN",0,100,2,0,0,0,0,6,1,1,1,1,1,7,7,0,0,0,1,0,0
"18648","SHIGGOAN",0,0,2,0,0,0,0,0,1,1,1,1,6,2,5,8,0,0,1,0,0
"18660","SHIGGOAN",1,100,0,4000,0,5000,0,7,1,1,1,1,4,2,3,6,0,0,1,1,0
"18771","BELLARY",1,101,0,0,0,0,0,15,1,1,1,1,1,13,7,4,0,0,1,0,0
"18785","BELLARY",1,103,0,0,0,0,0,7,1,1,1,1,8,1,8,9,0,0,1,0,0
"18962","BELLARY",0,103,0,0,0,0,0,14,1,1,1,1,0,10,10,8,0,0,1,0,0
"18974","BELLARY",0,98,1,0,0,0,0,30,1,1,1,0,3,10,13,12,0,0,1,0,0
"18977","BELLARY",0,100,1,0,0,0,0,10,1,1,1,1,1,6,0,7,0,0,1,0,0
"18979","BELLARY",0,104,1,0,0,0,0,24,1,1,1,1,1,6,4,7,0,0,1,0,0
"18981","BELLARY",0,100,0,0,0,0,0,12,1,1,1,0,1,7,8,6,0,0,1,0,0
"18996","BELLARY",0,75,0,0,0,0,0,18,1,1,1,1,2,11,12,13,0,0,1,1,0
"19005","BELLARY",0,124,0,0,0,0,0,44,1,1,1,1,11,9,0,20,0,0,1,0,0
"19039","BELLARY",0,103,0,0,0,0,0,25,1,1,1,1,5,16,17,19,0,0,1,0,0
"19109","HADAGALI",1,0,0,0,0,0,0,0,1,1,0,1,7,1,8,8,0,0,1,1,0
"19280","HAGARIBOMMANAHALLI",1,0,0,0,0,0,0,0,1,1,0,1,8,2,3,10,0,0,1,1,0
"19305","HAGARIBOMMANAHALLI",1,0,0,0,0,0,0,0,1,1,0,1,8,2,3,10,0,0,1,0,0
"19488","HOSPET",0,102,0,0,0,0,0,6,1,1,1,1,2,1,3,3,0,0,1,1,0
"19501","HOSPET",1,100,3,0,0,0,0,5,1,1,1,1,5,1,6,6,0,0,1,1,0
"19532","HOSPET",0,102,0,0,0,0,0,10,1,1,1,1,5,5,0,0,0,0,1,0,0
"19560","HOSPET",0,100,0,44000,1881,0,0,11,1,1,1,0,2,13,12,0,0,0,1,0,0
"19568","HOSPET",0,102,0,0,0,0,0,10,1,1,1,1,0,9,0,0,0,0,1,0,0
"19584","HOSPET",0,103,1,0,0,0,0,17,1,1,1,1,2,12,0,14,0,0,1,1,0
"19621","HOSPET",0,99,0,0,0,0,0,7,1,1,1,1,4,5,7,9,0,0,1,0,0
"19867","KUDLIGI",0,101,0,0,0,0,0,7,1,1,1,1,3,4,6,7,0,0,1,0,0
"19883","KUDLIGI",1,96,0,2000,800,10000,0,6,1,1,1,1,5,3,0,8,0,0,1,1,0
"19888","KUDLIGI",1,99,0,0,0,0,0,10,1,1,1,1,2,2,0,4,0,0,1,0,0
"19890","KUDLIGI",1,0,0,0,0,0,0,12,1,1,1,0,7,4,11,11,0,0,1,0,0
"20036","SANDUR",1,212,0,0,0,0,0,34,1,1,1,1,13,28,1,0,0,0,1,0,0
"20045","SANDUR",1,127,1,0,0,0,0,33,1,1,1,1,15,15,30,27,0,0,1,0,0
"20165","SIRUGUPPA",1,98,1,4000,4000,0,0,4,1,0,1,0,5,0,0,5,0,0,1,1,0
"20316","SIRUGUPPA",0,101,1,0,0,0,0,26,1,1,1,1,10,10,12,16,0,0,1,0,0
"20346","SIRUGUPPA",0,102,1,0,0,0,0,7,1,1,1,1,6,3,7,4,0,0,1,0,0
"20720","CHITRADURGA",0,102,2,0,0,0,0,12,1,1,1,1,5,7,0,12,0,0,1,0,0
"20732","CHITRADURGA",1,98,0,4000,0,0,0,14,1,1,1,1,0,12,0,12,0,0,1,1,0
"21407","HIRIYUR",1,0,0,0,0,0,0,0,1,1,1,1,8,2,10,10,0,0,1,0,0
"21449","HIRIYUR",1,0,0,0,0,0,0,0,1,1,0,1,5,1,0,6,0,0,1,1,0
"21583","HOLALKERE",1,99,0,4000,5500,0,0,7,1,1,1,1,7,0,0,7,0,0,1,1,0
"21607","HOLALKERE",1,99,0,4000,2500,7500,7500,4,1,1,1,0,4,1,1,5,0,0,1,1,0
"21736","HOSADURGA",1,100,0,5000,5000,0,0,2,1,0,1,1,2,0,0,2,0,0,1,1,0
"22079","MOLAKALMUR",1,100,0,4000,0,7000,0,7,1,1,1,0,4,1,1,5,0,0,1,1,0
"22284","CHANNAGIRI",1,0,0,0,0,0,0,0,1,1,1,1,12,4,16,16,0,0,1,0,0
"22288","CHANNAGIRI",1,100,0,0,0,0,0,10,1,1,1,1,0,0,999,0,0,0,1,0,0
"22383","CHANNAGIRI",1,0,0,0,0,0,0,0,1,1,1,1,7,0,7,7,0,0,1,1,0
"22446","CHANNAGIRI",1,99,3,0,0,0,0,4,1,1,1,1,0,0,999,0,0,0,1,1,0
"22453","CHANNAGIRI",1,100,1,0,0,0,0,10,1,1,1,1,3,8,2,11,0,0,1,0,0
"22555","DAVANAGERE(N)",0,76,0,0,0,0,0,7,1,1,1,1,0,10,5,10,0,0,1,0,0
"22747","DAVANAGERE(N)",0,102,1,0,0,0,0,11,1,1,1,1,4,6,0,10,0,0,1,1,0
"22748","DAVANAGERE(N)",0,102,0,0,0,0,0,10,1,1,1,0,4,1,1,5,0,0,1,1,0
"22797","DAVANAGERE(S)",1,97,0,4000,4000,0,0,7,1,1,1,1,4,2,0,6,0,0,1,1,0
"22818","DAVANAGERE(S)",1,0,0,0,0,0,0,0,1,1,1,1,14,6,19,20,0,0,1,0,0
"22929","DAVANAGERE(S)",0,98,0,0,0,0,0,30,1,1,1,1,1,17,5,18,0,0,1,0,0
"22932","DAVANAGERE(S)",0,102,0,0,0,0,0,7,1,1,1,1,2,7,6,9,0,0,1,0,0
"22934","DAVANAGERE(S)",0,101,4,0,0,0,0,14,1,1,1,1,0,18,4,18,0,0,1,0,0
"22957","DAVANAGERE(S)",0,102,0,0,0,0,0,15,1,1,1,1,0,17,3,16,0,0,1,0,0
"22960","DAVANAGERE(S)",0,100,0,4000,4000,0,0,8,1,1,1,1,0,8,0,8,0,0,1,1,0
"22969","DAVANAGERE(S)",0,106,0,0,0,0,0,10,1,1,1,1,3,5,5,8,0,0,1,0,0
"22978","DAVANAGERE(S)",0,0,0,0,0,0,0,0,1,1,0,1,5,2,4,7,0,0,1,0,0
"22990","DAVANAGERE(S)",0,102,1,0,0,0,0,8,1,1,0,1,4,3,7,7,0,0,1,0,0
"22991","DAVANAGERE(S)",0,101,0,0,0,0,0,8,1,1,1,1,2,6,5,8,0,0,1,0,0
"23013","DAVANAGERE(S)",0,95,1,0,0,0,0,8,1,1,1,1,2,11,0,13,0,0,1,0,0
"23014","DAVANAGERE(S)",0,99,0,0,0,0,0,9,1,1,1,1,0,2,2,2,0,0,1,0,0
"23018","DAVANAGERE(S)",0,103,0,0,0,0,0,10,1,1,1,1,3,5,1,8,0,0,1,0,0
"23031","DAVANAGERE(S)",0,98,8,6000,4000,2000,0,3,1,0,0,1,4,16,11,20,0,0,1,0,0
"23061","HARIHARA",1,103,0,0,0,0,0,5,1,1,0,1,4,3,0,7,0,0,1,1,0
"23094","HARIHARA",1,101,0,0,0,0,0,3,1,0,0,1,0,0,999,0,0,0,1,1,0
"23136","HARIHARA",0,104,0,0,0,0,0,20,1,1,1,1,4,10,10,14,0,0,1,0,0
"23166","HARIHARA",1,101,9,2000,0,4000,0,5,1,1,1,0,3,3,0,6,0,0,1,1,0
"23178","HARIHARA",1,104,2,4000,4000,0,0,7,1,1,1,1,4,0,0,4,0,0,1,1,0
"23209","HARIHARA",1,101,0,0,0,0,0,6,1,1,1,0,3,3,6,6,0,0,1,1,0
"23589","JAGALOOR",0,102,5,0,0,0,0,10,1,1,1,1,2,8,4,10,0,0,1,0,0
"23590","JAGALOOR",1,99,1,4000,0,4000,0,7,1,1,1,0,2,7,1,9,0,0,1,1,0
"23995","BHADRAVATI",1,103,0,0,0,0,0,6,1,1,1,0,4,2,6,6,0,0,1,1,0
"24166","BHADRAVATI",0,0,0,0,0,0,0,0,1,1,0,1,1,7,3,8,0,0,1,0,0
"24171","BHADRAVATI",0,113,1,0,0,0,0,7,1,1,1,1,0,8,3,8,0,0,1,0,0
"24173","BHADRAVATI",0,133,2,0,0,0,0,10,1,1,1,1,0,12,1,12,0,0,1,0,0
"24193","BHADRAVATI",0,97,1,0,0,0,0,14,1,1,1,1,4,16,12,11,0,0,1,0,0
"24211","BHADRAVATI",0,108,1,0,0,0,0,14,1,1,1,1,1,10,10,11,0,0,1,0,0
"24227","BHADRAVATI",0,0,0,0,0,0,0,0,1,1,0,1,1,9,10,10,0,0,1,0,0
"24232","BHADRAVATI",0,0,0,2000,1500,0,0,3,1,0,1,1,4,7,7,6,0,0,1,0,0
"24487","HOSANAGAR",1,94,0,4000,4000,7500,0,4,1,1,1,0,3,1,0,4,0,0,1,1,0
"24563","HOSANAGAR",1,90,1,4000,2855,7500,7500,5,1,1,1,1,2,1,0,3,0,0,1,1,0
"24680","SAGAR",1,93,1,0,0,0,0,3,1,1,1,1,4,0,4,3,0,0,1,0,0
"25108","SHIKARIPUR",0,95,0,0,0,0,0,8,1,1,1,1,0,7,4,7,0,0,1,0,0
"25133","SHIKARIPUR",1,96,0,4000,2000,8000,0,6,1,1,1,1,5,2,0,7,0,0,1,1,0
"25161","SHIKARIPUR",0,104,0,0,0,0,0,2,1,1,1,1,6,1,7,7,0,0,1,1,0
"25299","SHIMOGA",1,103,0,0,0,0,0,5,1,1,1,1,4,4,3,8,0,0,1,1,0
"25321","SHIMOGA",1,155,2,0,0,0,0,14,1,1,1,0,11,5,15,14,0,0,1,0,0
"25322","SHIMOGA",1,102,0,0,0,0,0,6,1,1,1,0,5,1,6,6,0,0,1,1,0
"25360","SHIMOGA",0,100,8,4000,1987,7500,6592,8,1,1,1,1,1,7,2,8,0,0,1,1,0
"25421","SHIMOGA",0,100,0,11500,11500,4000,3025,15,1,1,1,1,5,14,1,15,0,0,1,1,0
"25426","SHIMOGA",0,102,0,4000,3000,7500,2500,6,1,1,1,1,0,4,0,4,0,0,1,1,0
"25428","SHIMOGA",0,101,0,4000,3431,4000,0,4,1,1,1,0,1,3,0,4,0,0,1,1,0
"25432","SHIMOGA",0,98,0,0,0,0,0,8,1,1,1,1,1,10,6,11,0,0,1,0,0
"25434","SHIMOGA",0,98,2,4000,0,0,0,7,1,1,1,1,0,7,0,7,0,0,1,1,0
"25444","SHIMOGA",0,231,0,4000,4000,4000,4000,5,1,1,1,1,0,4,0,4,0,0,1,1,0
"25446","SHIMOGA",0,195,2,0,0,0,0,7,1,1,1,1,0,7,0,7,0,0,1,0,0
"25564","SHIMOGA",0,96,0,0,0,0,0,8,1,1,1,1,3,10,9,12,0,0,1,0,0
"25619","SHIMOGA",0,99,1,4000,3250,7500,3920,7,1,1,1,0,1,8,3,9,0,0,1,1,0
"25868","SORAB",1,101,0,4000,4000,0,0,3,1,1,1,1,2,0,0,2,0,0,1,1,0
"26239","KARKALA",1,0,0,0,0,0,0,0,1,1,0,1,15,8,23,23,0,0,1,0,0
"26409","KARKALA",0,99,0,0,0,0,0,5,1,1,1,1,5,1,6,6,0,0,1,0,0
"26478","UDUPI",1,0,0,0,0,0,0,0,1,1,0,1,1,13,12,11,0,0,1,0,0
"26506","UDUPI",1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,1,1,0
"26512","UDUPI",1,102,0,20000,57820,0,0,4,1,1,1,0,0,0,999,0,0,0,1,1,0
"26516","UDUPI",1,103,0,2000,2000,0,0,13,1,1,1,1,1,1,1,2,0,0,1,1,0
"26535","UDUPI",1,0,0,0,0,0,0,0,1,1,0,1,1,7,7,7,0,0,1,0,0
"26545","UDUPI",1,102,0,0,0,0,0,10,1,1,1,1,1,8,8,9,0,0,1,0,0
"26572","UDUPI",1,0,0,0,0,0,0,0,1,1,0,1,2,10,12,6,0,0,1,0,0
"26649","UDUPI",1,0,0,0,0,0,0,0,1,1,1,1,3,18,19,19,0,0,1,0,0
"26657","UDUPI",1,0,0,0,0,0,0,0,1,1,0,1,23,66,78,72,0,0,1,0,0
"26658","UDUPI",1,102,0,0,0,0,0,10,1,1,1,1,0,7,3,7,0,0,1,0,0
"26742","UDUPI",0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,4,0,0,1,1,0
"26763","UDUPI",0,103,0,0,0,0,0,9,1,1,1,1,0,0,999,0,0,0,1,1,0
"26771","UDUPI",0,106,0,0,0,0,0,11,1,1,1,1,1,7,5,8,0,0,1,0,0
"26808","KUNDAPUR",1,103,0,0,0,0,0,7,1,1,1,1,0,8,4,4,0,0,1,0,0
"26831","KUNDAPUR",1,103,0,0,0,0,0,13,1,1,1,1,3,3,4,6,0,0,1,0,0
"26917","KUNDAPUR",1,104,1,0,0,0,0,17,1,1,1,1,0,10,5,7,0,0,1,0,0
"27043","KUNDAPUR",1,103,4,0,0,0,0,8,1,1,1,1,1,13,13,14,0,0,1,0,0
"27149","KUNDAPUR",0,102,0,0,0,0,0,23,1,1,1,0,1,17,15,18,0,0,1,0,0
"27217","SRINGERI",1,0,0,0,0,0,0,0,1,1,0,1,5,6,7,11,0,0,1,0,0
"27218","SRINGERI",1,0,0,0,0,0,0,0,1,1,1,1,0,7,5,7,0,0,1,1,0
